KAB_ADJ;Kabardino-Balkaria ian;;;;;;;;x;;;;;;;;;;;;;
KAB_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KAB_communist_2;Bolshevik;;;;;;;;x;;;;;;;;;;;;;
KAB_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KAB_conservative_2;Octobrists;;;;;;;;x;;;;;;;;;;;;;
KAB_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KAB_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KAB_liberal_2;Kadets;;;;;;;;x;;;;;;;;;;;;;
KAB_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KAB_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KAB_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KAB_socialist_2;Populists;;;;;;;;x;;;;;;;;;;;;;
KAB_socialist_3;Socialist Revolutionary;;;;;;;;x;;;;;;;;;;;;;
KAC;Kachin;;;;;;;;x;;;;;;;;;;;;;
KAC_ADJ;Kachinian;;;;;;;;x;;;;;;;;;;;;;
KAC_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KAC_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KAC_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KAC_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KAC_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KAC_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KAC_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KAL;Kalat;;;;;;;;x;;;;;;;;;;;;;
KAL_1221;Baluchistan;;;;;;;;x;;;;;;;;;;;;;
KAL_ADJ;Kalati;;;;;;;;x;;;;;;;;;;;;;
KAL_communist;The Communist Faction;;;;;;;;x;;;;;;;;;;;;;
KAL_conservative;Royal Faction;;;;;;;;x;;;;;;;;;;;;;
KAL_traditionalist;The Fascist Faction;;;;;;;;x;;;;;;;;;;;;;
KAL_liberal;The Liberal Faction;;;;;;;;x;;;;;;;;;;;;;
KAL_populist;The Nationalist Faction;;;;;;;;x;;;;;;;;;;;;;
KAL_progressive;The Radical Faction;;;;;;;;x;;;;;;;;;;;;;
KAL_socialist;The Socialist Faction;;;;;;;;x;;;;;;;;;;;;;
KAM;Kalmykia;;;;;;;;x;;;;;;;;;;;;;
KAM_ADJ;Kalmykian;;;;;;;;x;;;;;;;;;;;;;
KAM_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KAM_communist_2;Bolshevik;;;;;;;;x;;;;;;;;;;;;;
KAM_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KAM_conservative_2;Octobrists;;;;;;;;x;;;;;;;;;;;;;
KAM_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KAM_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KAM_liberal_2;Kadets;;;;;;;;x;;;;;;;;;;;;;
KAM_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KAM_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KAM_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KAM_socialist_2;Populists;;;;;;;;x;;;;;;;;;;;;;
KAM_socialist_3;Socialist Revolutionary;;;;;;;;x;;;;;;;;;;;;;
KAS;Kashmir;;;;;;;;x;;;;;;;;;;;;;
KAS_ADJ;Kashmiri;;;;;;;;x;;;;;;;;;;;;;
KAS_communist;The Communist Faction;;;;;;;;x;;;;;;;;;;;;;
KAS_conservative;Royal Faction;;;;;;;;x;;;;;;;;;;;;;
KAS_traditionalist;The Fascist Faction;;;;;;;;x;;;;;;;;;;;;;
KAS_liberal;The Liberal Faction;;;;;;;;x;;;;;;;;;;;;;
KAS_populist;The Nationalist Faction;;;;;;;;x;;;;;;;;;;;;;
KAS_progressive;The Radical Faction;;;;;;;;x;;;;;;;;;;;;;
KAS_socialist;The Socialist Faction;;;;;;;;x;;;;;;;;;;;;;
KAY;Kayin;;;;;;;;x;;;;;;;;;;;;;
KAY_ADJ;Kayinian;;;;;;;;x;;;;;;;;;;;;;
KAY_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KAY_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KAY_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KAY_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KAY_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KAY_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KAY_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KAZ;Kazakhstan;;;;;;;;x;;;;;;;;;;;;;
KAZ_ADJ;Kazakh;;;;;;;;x;;;;;;;;;;;;;
KAZ_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KAZ_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KAZ_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KAZ_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KAZ_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KAZ_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KAZ_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KCH;Karachay-Cherkessia ;;;;;;;;x;;;;;;;;;;;;;
KCH_ADJ;Karachay-Cherkessia ian;;;;;;;;x;;;;;;;;;;;;;
KCH_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KCH_communist_2;Bolshevik;;;;;;;;x;;;;;;;;;;;;;
KCH_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KCH_conservative_2;Octobrists;;;;;;;;x;;;;;;;;;;;;;
KCH_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KCH_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KCH_liberal_2;Kadets;;;;;;;;x;;;;;;;;;;;;;
KCH_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KCH_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KCH_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KCH_socialist_2;Populists;;;;;;;;x;;;;;;;;;;;;;
KCH_socialist_3;Socialist Revolutionary;;;;;;;;x;;;;;;;;;;;;;
KEN;Kenya;;;;;;;;x;;;;;;;;;;;;;
KEN_ADJ;Kenyan;;;;;;;;x;;;;;;;;;;;;;
KEN_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KEN_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KEN_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KEN_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KEN_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KEN_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KEN_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KEYNAME;TEXT;;;;;;;;x;;;;;;;;;;;;;
KHI;Khiva;;;;;;;;x;;;;;;;;;;;;;
KHI_1191;Uzbekia;;;;;;;;x;;;;;;;;;;;;;
KHI_ADJ;Khivan;;;;;;;;x;;;;;;;;;;;;;
KHI_communist;The Communist Faction;;;;;;;;x;;;;;;;;;;;;;
KHI_conservative;Royal Faction;;;;;;;;x;;;;;;;;;;;;;
KHI_traditionalist;The Fascist Faction;;;;;;;;x;;;;;;;;;;;;;
KHI_liberal;The Liberal Faction;;;;;;;;x;;;;;;;;;;;;;
KHI_populist;The Nationalist Faction;;;;;;;;x;;;;;;;;;;;;;
KHI_progressive;The Radical Faction;;;;;;;;x;;;;;;;;;;;;;
KHI_socialist;The Socialist Faction;;;;;;;;x;;;;;;;;;;;;;
KILL_LEADER_EFFECT;Leader §Y$NAME$§W will die.\n;;;;;;;;x;;;;;;;;;;;;;
KILL_RULER_EFFECT;Current ruler (§Y$NAME$§W) will die.\n;;;;;;;;x;;;;;;;;;;;;;
KIR;Kiribati;;;;;;;;x;;;;;;;;;;;;;
KIR_ADJ;Kiribatian;;;;;;;;x;;;;;;;;;;;;;
KIR_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KIR_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KIR_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KIR_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KIR_liberal_2;Constitutionalists;;;;;;;;x;;;;;;;;;;;;;
KIR_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KIR_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KIR_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KKP;Karakalpakstan;;;;;;;;x;;;;;;;;;;;;;
KKP_ADJ;Karakalpakstanian;;;;;;;;x;;;;;;;;;;;;;
KKP_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KKP_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KKP_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KKP_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KKP_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KKP_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KKP_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KMK;Kalmykia;;;;;;;;x;;;;;;;;;;;;;
KMK_ADJ;Kalmykian;;;;;;;;x;;;;;;;;;;;;;
KNOWN_COUNTRY_STARTS;Known country;;;;;;;;x;;;;;;;;;;;;;
KOK;Kokand;;;;;;;;x;;;;;;;;;;;;;
KOK_1190;Kirghizia;;;;;;;;x;;;;;;;;;;;;;
KOK_1210;Bandakshan;;;;;;;;x;;;;;;;;;;;;;
KOK_ADJ;Kokandi;;;;;;;;x;;;;;;;;;;;;;
KOK_communist;The Communist Faction;;;;;;;;x;;;;;;;;;;;;;
KOK_conservative;Royal Faction;;;;;;;;x;;;;;;;;;;;;;
KOK_traditionalist;The Fascist Faction;;;;;;;;x;;;;;;;;;;;;;
KOK_liberal;The Liberal Faction;;;;;;;;x;;;;;;;;;;;;;
KOK_populist;The Nationalist Faction;;;;;;;;x;;;;;;;;;;;;;
KOK_progressive;The Radical Faction;;;;;;;;x;;;;;;;;;;;;;
KOK_socialist;The Socialist Faction;;;;;;;;x;;;;;;;;;;;;;
KOM;Komi;;;;;;;;x;;;;;;;;;;;;;
KOM_ADJ;Komian;;;;;;;;x;;;;;;;;;;;;;
KOM_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KOM_communist_2;Bolshevik;;;;;;;;x;;;;;;;;;;;;;
KOM_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KOM_conservative_2;Octobrists;;;;;;;;x;;;;;;;;;;;;;
KOM_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KOM_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KOM_liberal_2;Kadets;;;;;;;;x;;;;;;;;;;;;;
KOM_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KOM_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KOM_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KOM_socialist_2;Populists;;;;;;;;x;;;;;;;;;;;;;
KOM_socialist_3;Socialist Revolutionary;;;;;;;;x;;;;;;;;;;;;;
KOR;Korea;;;;;;;;x;;;;;;;;;;;;;
KOR_1619;Pyongyang;;;;;;;;x;;;;;;;;;;;;;
KOR_1624;Seoul;;;;;;;;x;;;;;;;;;;;;;
KOR_1627;Sariwon;;;;;;;;x;;;;;;;;;;;;;
KOR_1635;Busan;;;;;;;;x;;;;;;;;;;;;;
KOR_ADJ;Korean;;;;;;;;x;;;;;;;;;;;;;
KOR_communist;Communist;;;;;;;;x;;;;;;;;;;;;;
KOR_conservative;Tong Hak;;;;;;;;x;;;;;;;;;;;;;
KOR_conservative_2;Royalist;;;;;;;;x;;;;;;;;;;;;;
KOR_traditionalist;Fascist;;;;;;;;x;;;;;;;;;;;;;
KOR_liberal;Taewon'gun;;;;;;;;x;;;;;;;;;;;;;
KOR_liberal_2;Pro-Japanese;;;;;;;;x;;;;;;;;;;;;;
KOR_liberal_3;Liberals;;;;;;;;x;;;;;;;;;;;;;
KOR_populist;Conservatives;;;;;;;;x;;;;;;;;;;;;;
KOR_progressive;Radicals;;;;;;;;x;;;;;;;;;;;;;
KOR_socialist;Socialist;;;;;;;;x;;;;;;;;;;;;;
KOS;Kosovo;;;;;;;;x;;;;;;;;;;;;;
KOS_ADJ;Kosovon;;;;;;;;x;;;;;;;;;;;;;
KOS_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KOS_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KOS_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KOS_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KOS_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KOS_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KOS_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KPH;KPH;;;;;;;;x;;;;;;;;;;;;;
KRA;Krakow;;;;;;;;x;;;;;;;;;;;;;
KRA_ADJ;Krakowian;;;;;;;;x;;;;;;;;;;;;;
KRA_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KRA_conservative;Catholic Party;;;;;;;;x;;;;;;;;;;;;;
KRA_conservative_2;Agrarian Party;;;;;;;;x;;;;;;;;;;;;;
KRA_conservative_3;Nationalist Party;;;;;;;;x;;;;;;;;;;;;;
KRA_traditionalist;Fascist Party;;;;;;;;x;;;;;;;;;;;;;
KRA_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KRA_populist;Reactionary Party;;;;;;;;x;;;;;;;;;;;;;
KRA_progressive;Radical Party;;;;;;;;x;;;;;;;;;;;;;
KRA_socialist;Worker's Alliance;;;;;;;;x;;;;;;;;;;;;;
KRL;Karelia;;;;;;;;x;;;;;;;;;;;;;
KRL_ADJ;Karelian;;;;;;;;x;;;;;;;;;;;;;
KRL_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KRL_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KRL_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KRL_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KRL_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KRL_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KRL_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KUK;Austria-Hungary;;;;;;;;x;;;;;;;;;;;;;
KUK_ADJ;Austro-Hungarian;;;;;;;;x;;;;;;;;;;;;;
KUK_democracy;The Danubian Confederation;;;;;;;;x;;;;;;;;;;;;;
KUK_democracy_ADJ;Danubian;;;;;;;;x;;;;;;;;;;;;;
KUR;Kurdistan;;;;;;;;x;;;;;;;;;;;;;
KUR_ADJ;Kurdish;;;;;;;;x;;;;;;;;;;;;;
KUR_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KUR_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KUR_conservative_2;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KUR_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KUR_traditionalist_2;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KUR_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KUR_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KUR_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KUR_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KUR_socialist_2;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KUT;Kutch;;;;;;;;x;;;;;;;;;;;;;
KUT_ADJ;Kutchi;;;;;;;;x;;;;;;;;;;;;;
KUT_communist;The Communist Faction;;;;;;;;x;;;;;;;;;;;;;
KUT_conservative;Royal Faction;;;;;;;;x;;;;;;;;;;;;;
KUT_traditionalist;The Fascist Faction;;;;;;;;x;;;;;;;;;;;;;
KUT_liberal;The Liberal Faction;;;;;;;;x;;;;;;;;;;;;;
KUT_populist;The Nationalist Faction;;;;;;;;x;;;;;;;;;;;;;
KUT_progressive;The Radical Faction;;;;;;;;x;;;;;;;;;;;;;
KUT_socialist;The Socialist Faction;;;;;;;;x;;;;;;;;;;;;;
KUW;Kuwait;;;;;;;;x;;;;;;;;;;;;;
KUW_ADJ;Kuwaiti;;;;;;;;x;;;;;;;;;;;;;
KUW_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KUW_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KUW_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KUW_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KUW_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KUW_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KUW_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
KYR;Kyrgyzstan;;;;;;;;x;;;;;;;;;;;;;
KYR_ADJ;Kyrgyzian;;;;;;;;x;;;;;;;;;;;;;
KYR_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
KYR_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
KYR_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
KYR_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
KYR_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
KYR_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
KYR_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
LACK_OF_MAINTENANCE_GOODS;Lack of maintenance goods;;;;;;;;x;;;;;;;;;;;;;
LAD;Ladakh;;;;;;;;x;;;;;;;;;;;;;
LAD_ADJ;Ladakhi;;;;;;;;x;;;;;;;;;;;;;
LAD_communist;The Communist Faction;;;;;;;;x;;;;;;;;;;;;;
LAD_conservative;Royal Faction;;;;;;;;x;;;;;;;;;;;;;
LAD_traditionalist;The Fascist Faction;;;;;;;;x;;;;;;;;;;;;;
LAD_liberal;The Liberal Faction;;;;;;;;x;;;;;;;;;;;;;
LAD_populist;The Nationalist Faction;;;;;;;;x;;;;;;;;;;;;;
LAD_progressive;The Radical Faction;;;;;;;;x;;;;;;;;;;;;;
LAD_socialist;The Socialist Faction;;;;;;;;x;;;;;;;;;;;;;
LAG_DECREASE_SPEED;$PLAYER$ is lagging behind, decreasing speed.;;;;;;;;x;;;;;;;;;;;;;
LAG_PAUSE;$PLAYER$ is lagging behind, pausing game.;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_1;$NAME$;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_2;$MONARCHTITLE$, we have $RESULT$;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_3;The $NAME$!;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_4;During the struggle $USLOSS$ of our $USNUM$ troops were killed.;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_5;$OTHER$;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_6;has $OTHERRESULT$ the battle. Out of $THEIRNUM$ Troops, $THEIRLOST$ were killed.;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_BTN1;OK;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_BTN2;OK;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_BTN3;Goto;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_HEADER;The Chief of Staff reports that;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_LOG;We $RESULT$ the $NAME$.;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_MAP;$RESULT$ ;;;;;;;;x;;;;;;;;;;;;;
LANDBATTLEOVER_SETUP;When a land battle is over;;;;;;;;x;;;;;;;;;;;;;
LAND_ATTRITION;Land Attrition;;;;;;;;x;;;;;;;;;;;;;
LAND_ATTRITION_TECH;Army Attrition;;;;;;;;x;;;;;;;;;;;;;
LAND_COUNT;§Y$NUM$§W Brigades;;;;;;;;x;;;;;;;;;;;;;
LAT;Latvia;;;;;;;;x;;;;;;;;;;;;;
LAT_ADJ;Latvian;;;;;;;;x;;;;;;;;;;;;;
LAT_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
LAT_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
LAT_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
LAT_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
LAT_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
LAT_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
LAT_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
LBW;Lebowa;;;;;;;;x;;;;;;;;;;;;;
LBW_ADJ;Lebowan;;;;;;;;x;;;;;;;;;;;;;
LBW_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
LBW_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
LBW_conservative_2;Unionist Party;;;;;;;;x;;;;;;;;;;;;;
LBW_conservative_3;National Party;;;;;;;;x;;;;;;;;;;;;;
LBW_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
LBW_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
LBW_liberal_2;South African Party;;;;;;;;x;;;;;;;;;;;;;
LBW_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
LBW_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
LBW_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_1;A Military Leader has Died!;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_2;$MONARCHTITLE$, we have ill news indeed;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_3;$TYPE$ $NAME$ is Dead!;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_4;He served us faithfully and well. Only the finest funeral will do for such a colossus of the battlefield.;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_5;*;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_6;*;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_BTN1;OK;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_BTN2;OK;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_BTN3;Goto;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_HEADER;$MESSENGER$;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_LOG;$TYPE$ $NAME$ has died.;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_MAP;*;;;;;;;;x;;;;;;;;;;;;;
LEADERDIED_SETUP;When one of our leaders died;;;;;;;;x;;;;;;;;;;;;;
LEADERSHIP;Leadership;;;;;;;;x;;;;;;;;;;;;;
LEADERSHIP_EFFECT;Leadership: §G$VALUE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
LEADER_COMMAND_INFO;Led by §Y$NAME$§W (Skill: §Y$SKILL$§W)\n;;;;;;;;x;;;;;;;;;;;;;
LEADUNIONS;Lead Personal Union with $LIST$.;;;;;;;;x;;;;;;;;;;;;;
LEADVASSAL;Has the following puppets: $LIST$.;;;;;;;;x;;;;;;;;;;;;;
LEAVE_ALLIANCE_EFFECT;§Y$COUNTRY$§W will end its alliance with §Y$TARGET_COUNTRY$§W.\n;;;;;;;;x;;;;;;;;;;;;;
LEAVE_FACTION_EFFECT;Leave $FACTION$.\n;;;;;;;;x;;;;;;;;;;;;;
LEB;Lebanon;;;;;;;;x;;;;;;;;;;;;;
LEB_ADJ;Lebanon;;;;;;;;x;;;;;;;;;;;;;
LEB_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
LEB_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
LEB_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
LEB_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
LEB_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
LEB_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
LEB_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
LEDGER;LEDGER;;;;;;;;x;;;;;;;;;;;;;
LEDGER_ARMY_ARTILLERY;Artillery;;;;;;;;x;;;;;;;;;;;;;
LEDGER_ARMY_CAVALRY;Cavalry;;;;;;;;x;;;;;;;;;;;;;
LEDGER_ARMY_INFANTRY;Infantry;;;;;;;;x;;;;;;;;;;;;;
LEDGER_ARMY_NAME;Army;;;;;;;;x;;;;;;;;;;;;;
LEDGER_CANT_BUILD_THIS_FULL;Already built by all provinces;;;;;;;;x;;;;;;;;;;;;;
LEDGER_CANT_BUILD_THIS_TECH;Your current technology level does not allow you to build this building;;;;;;;;x;;;;;;;;;;;;;
LEDGER_CORE;Core;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_DIVISIONS;Brigades;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_FACTORYCOUNT;Factories;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_GOVERNMENT;Government;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_INDSCORE;Industrial Score;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_LEADERSHIP;Leadership;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_LITERACY;Higher Education;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_MILSCORE;Military Score;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_NAME;Country;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_NATIONALVALUE;National Value;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_PRESTIGE;Prestige;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_PROVCOUNT;Provinces;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_RULINGIDEOLOGY;Party ideology;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_RULINGPARTY;Ruling party;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_SHIPS;Ships;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_STATUS;Status;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_TOTALSCORE;Total Score;;;;;;;;x;;;;;;;;;;;;;
LEDGER_COUNTRY_TOTAL_POP;Total pop.;;;;;;;;x;;;;;;;;;;;;;
LEDGER_EMPLOYED;Employed;;;;;;;;x;;;;;;;;;;;;;
LEDGER_GOODS;Goods;;;;;;;;x;;;;;;;;;;;;;
LEDGER_HEADER_ARMY;Armies;;;;;;;;x;;;;;;;;;;;;;
LEDGER_HEADER_COUNTRYCOMPARE;National Comparison;;;;;;;;x;;;;;;;;;;;;;
LEDGER_HEADER_COUNTRYPARTY;Political systems;;;;;;;;x;;;;;;;;;;;;;
LEDGER_HEADER_COUNTRYPOLITICALREFORMS;Political reforms;;;;;;;;x;;;;;;;;;;;;;
LEDGER_HEADER_COUNTRYSOCIALREFORMS;Social reforms;;;;;;;;x;;;;;;;;;;;;;
