party_conservative_1_IBR;Partido Popular;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_IBR;Union de Centro Democratico;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_IBR;Centro Democr�tico y Social;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_2_IBR;Uni�n Progreso y Democracia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_3_IBR;Ciudadanos;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_IBR;Partido Socialista Obrero Español;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_IBR;EQUO;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_IBR;PODEMOS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_IBR;Falange Espa�ola de las JONS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_IBR;Falange Espa�ola de las JONS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_IBR;Fuerza Nueva - Frente Nacional - Unidad Nacional;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_IBR;Democracia Nacional;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_IBR;Alternativa Española;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_IBR;Partido Carlista;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_OCC;Mouvement rйpublicain populaire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_OCC;Rassemblement pour la Rйpublique;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_OCC;Union pour la dйmocratie francaise;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_OCC;Section franзaise de l'internationale ouvriиre;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_OCC;Parti socialiste francais;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_OCC;Europe Ecology  The Greens;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_OCC;National Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_OCC;Hunting, Fishing, Nature, Tradition;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_OCC;National Centre of Independents and Peasants;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_OCC;Parti communiste francais;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_RMG;People of Freedom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_RMG;Civic Choice;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_RMG;Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_RMG;Five Star Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_RMG;Lega Nord;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_RMG;Italian Social Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_RMG;National Alliance;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_2_RMG;Brothers of Italy;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_RMG;Workers' Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_SPC;Alianza Popular;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_SPC;Partido Popular;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_SPC;Union de Centro Democratico;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_SPC;Centro Democr�tico y Social;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_2_SPC;Uni�n Progreso y Democracia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_3_SPC;Ciudadanos;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_SPC;Partido Socialista Obrero Español;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_SPC;EQUO;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_SPC;PODEMOS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_SPC;Falange Espa�ola de las JONS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_SPC;Falange Espa�ola de las JONS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_SPC;Fuerza Nueva - Frente Nacional - Unidad Nacional;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_SPC;Democracia Nacional;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_SPC;Alternativa Española;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_SPC;Partido Carlista;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_SVY;People of Freedom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_SVY;Civic Choice;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_SVY;Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_SVY;Five Star Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_SVY;Lega Nord;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_SVY;Italian Social Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_SVY;National Alliance;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_2_SVY;Brothers of Italy;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_SVY;Workers' Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_SWH;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_SWH;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_SWH;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_SWH;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_SWH;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_SWH;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_SWH;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_SWH;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_SWH;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_SWH;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_SWH;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_SWH;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_SWH;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_SWH;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_SWH;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_SWH;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_SWH;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_SWH;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_SWH;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_SWH;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ANH;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_ANH;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_ANH;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ANH;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_ANH;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ANH;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_ANH;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_ANH;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ANH;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_ANH;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ANH;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ANH;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_ANH;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_ANH;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_ANH;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ANH;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_ANH;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ANH;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_ANH;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_ANH;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAD;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_BAD;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_BAD;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAD;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_BAD;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAD;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_BAD;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_BAD;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAD;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_BAD;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAD;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_BAD;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_BAD;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_BAD;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_BAD;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAD;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_BAD;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAD;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_BAD;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_BAD;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BRA;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_BRA;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_BRA;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BRA;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_BRA;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BRA;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_BRA;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_BRA;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BRA;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_BRA;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BRA;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_BRA;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_BRA;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_BRA;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_BRA;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BRA;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_BRA;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BRA;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_BRA;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_BRA;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BRE;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_BRE;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_BRE;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BRE;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_BRE;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BRE;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_BRE;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_BRE;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BRE;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_BRE;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BRE;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_BRE;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_BRE;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_BRE;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_BRE;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BRE;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_BRE;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BRE;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_BRE;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_BRE;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_COB;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_COB;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_COB;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_COB;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_COB;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_COB;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_COB;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_COB;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_COB;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_COB;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_COB;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_COB;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_COB;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_COB;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_COB;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_COB;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_COB;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_COB;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_COB;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_COB;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_FRM;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_FRM;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_FRM;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_FRM;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_FRM;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_FRM;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_FRM;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_FRM;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_FRM;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_FRM;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_FRM;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_FRM;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_FRM;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_FRM;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_FRM;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_FRM;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_FRM;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_FRM;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_FRM;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_FRM;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_HAM;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_HAM;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_HAM;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_HAM;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_HAM;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_HAM;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_HAM;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_HAM;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_HAM;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_HAM;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_HAM;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_HAM;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_HAM;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_HAM;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_HAM;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_HAM;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_HAM;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_HAM;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_HAM;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_HAM;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_HAN;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_HAN;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_HAN;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_HAN;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_HAN;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_HAN;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_HAN;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_HAN;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_HAN;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_HAN;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_HAN;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_HAN;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_HAN;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_HAN;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_HAN;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_HAN;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_HAN;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_HAN;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_HAN;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_HAN;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_HES;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_HES;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_HES;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_HES;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_HES;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_HES;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_HES;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_HES;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_HES;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_HES;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_HES;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_HES;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_HES;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_HES;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_HES;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_HES;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_HES;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_HES;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_HES;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_HES;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_HEK;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_HEK;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_HEK;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_HEK;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_HEK;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_HEK;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_HEK;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_HEK;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_HEK;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_HEK;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_HEK;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_HEK;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_HEK;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_HEK;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_HEK;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_HEK;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_HEK;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_HEK;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_HEK;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_HEK;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_HOL;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
